question_id,concept_code,element,subskill,level,level_order,introduced_at_level,question_type,marks,shuffle_options,term,symbol_display,term_type,meaning,cie_status,cie_requirement,cambridge_source_page,source_url,prompt,options,correct_answer,accepted_answers,mark_scheme,feedback,common_confusions,visual_asset,visual_kind,requires_score_context,score_context_template,audio_required,eligible_modes,progress_skill_code,teacher_tags,status,notes,audio_file,force_text_options
SS-THRUCOMP-F,STR-THRUCOMP,Classical Forms,whole-piece-forms,Foundation,1,Foundation,multiple_choice,1,Yes,through-composed form,,whole_form,"a song structure where the music continually changes and never repeats, responding freely to the developing text",explicit,Recognise and describe standard musical structures/forms.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Which of these best represents through-composed form?,A – B – C – D | A – A – A – A | A – B – A | A – B,A – B – C – D,A – B – C – D,A – B – C – D. (1),"Correct — through-composed music keeps changing rather than repeating, so it can follow every twist of a developing story or text.",strophic|sonata form,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-FORM,structure-spotter | classical | foundation,active,,audio/SS-THROUGH-COMPOSED.mp3,
SS-THRUCOMP-D,STR-THRUCOMP,Classical Forms,whole-piece-forms,Developing,2,Foundation,multiple_choice_reverse,1,Yes,through-composed form,A – B – C – D,whole_form,"a song structure where the music continually changes and never repeats, responding freely to the developing text",explicit,Recognise and describe standard musical structures/forms.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Which structure or form is this?,Through-composed | Strophic form | Ternary form | Binary form,through-composed form,through-composed form,through-composed form. (1),Correct — continuously new music that never repeats a previous section is through-composed.,strophic|sonata form,,pattern,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-FORM,structure-spotter | classical | developing,active,,audio/SS-THROUGH-COMPOSED.mp3,
SS-THRUCOMP-S,STR-THRUCOMP,Classical Forms,whole-piece-forms,Securing,3,Foundation,short_answer,1,No,through-composed form,A – B – C – D,whole_form,"a song structure where the music continually changes and never repeats, responding freely to the developing text",explicit,Recognise and describe standard musical structures/forms.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Describe this structure — what is it called?,,through-composed,through-composed|through composed|durchkomponiert,1 mark for the correct term: through-composed.,"Through-composed: the music is continuously new throughout, not built from repeated sections — common in art songs with a developing narrative.",strophic|sonata form,,pattern,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-FORM,structure-spotter | classical | securing,active,,audio/SS-THROUGH-COMPOSED.mp3,
SS-THRUCOMP-M,STR-THRUCOMP,Classical Forms,whole-piece-forms,Mastering,4,Foundation,exam_style_short_answer,2,No,through-composed form,,whole_form,"a song structure where the music continually changes and never repeats, responding freely to the developing text",explicit,Recognise and describe standard musical structures/forms.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Schubert's Erlkönig is a famous through-composed art song. Explain how through-composed form lets the music respond to the poem's narrative in a way strophic form could not.,,"Because the music never has to repeat, it can change character for each new character/event in the poem (e.g. different music for the narrator, father, child and Erlking), tracking the drama as it unfolds — something a single repeating strophic melody cannot do.",different music for each character|tracks the drama|music changes with the story,"1 mark for recognising the music can change freely to match each new dramatic moment/character; 1 mark for a specific, valid example or explanation of why this suits a narrative poem like Erlkönig.","In Erlkönig, Schubert gives the narrator, father, child and Erlking each their own distinct musical character — only possible because the through-composed structure never has to reuse earlier music.",strophic|sonata form,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-FORM,structure-spotter | classical | mastering,dropped,,,
SS-POPSTRUCT-F,STR-POPSTRUCT,Popular & EDM,song-structure,Foundation,1,Foundation,multiple_choice,1,Yes,popular song structure,,whole_form,the common intro-verse-chorus-verse-chorus-bridge-chorus-outro pattern used in most popular songs,explicit,Recognise and describe standard musical structures/forms.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Which of these best represents popular song structure?,Intro – Verse – Chorus – Verse – Chorus – Bridge – Chorus – Outro | Ritornello – Episode – Ritornello | Exposition – Development – Recapitulation | Alāp – Jōr – Gat – Jhālā,Intro – Verse – Chorus – Verse – Chorus – Bridge – Chorus – Outro,Intro – Verse – Chorus – Verse – Chorus – Bridge – Chorus – Outro,Intro – Verse – Chorus – Verse – Chorus – Bridge – Chorus – Outro. (1),"Correct — most popular songs use some version of intro – verse – chorus – verse – chorus – bridge – chorus – outro, often summarised as an ABABCB pattern.",strophic|through-composed,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | foundation,active,,audio/SS-POPULAR-SONG.mp3,
SS-POPSTRUCT-D,STR-POPSTRUCT,Popular & EDM,song-structure,Developing,2,Foundation,multiple_choice_reverse,1,Yes,popular song structure,Intro – Verse – Chorus – Verse – Chorus – Bridge – Chorus – Outro,whole_form,the common intro-verse-chorus-verse-chorus-bridge-chorus-outro pattern used in most popular songs,explicit,Recognise and describe standard musical structures/forms.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Which structure or form is this?,A typical popular song structure | Ternary form | Ritornello form | Raga performance structure,popular song structure,popular song structure,popular song structure. (1),Correct — that intro/verse/chorus/verse/chorus/bridge/chorus/outro pattern is the most common popular song structure.,strophic|through-composed,,pattern,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | developing,active,,audio/SS-POPULAR-SONG.mp3,
SS-POPSTRUCT-S,STR-POPSTRUCT,Popular & EDM,song-structure,Securing,3,Foundation,short_answer,1,No,popular song structure,Intro – Verse – Chorus – Verse – Chorus – Bridge – Chorus – Outro,whole_form,the common intro-verse-chorus-verse-chorus-bridge-chorus-outro pattern used in most popular songs,explicit,Recognise and describe standard musical structures/forms.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Describe this structure — what is it called?,,verse-chorus form,verse-chorus form|verse chorus structure|pop song structure,1 mark for the correct term: verse-chorus form.,"A typical popular song structure: intro, verse, chorus, verse, chorus, bridge (middle eight), chorus, outro — often described as ABABCB.",strophic|through-composed,,pattern,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | securing,active,,audio/SS-POPULAR-SONG.mp3,
SS-POPSTRUCT-M,STR-POPSTRUCT,Popular & EDM,song-structure,Mastering,4,Foundation,exam_style_short_answer,2,No,popular song structure,,whole_form,the common intro-verse-chorus-verse-chorus-bridge-chorus-outro pattern used in most popular songs,explicit,Recognise and describe standard musical structures/forms.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"The most common popular song structure is often summarised as ABABCB. Explain what the letters A, B and C represent in this pattern.",,"A = verse, B = chorus, C = bridge (middle eight) — so the pattern is verse, chorus, verse, chorus, bridge, chorus.",A is verse|B is chorus|C is bridge|middle eight,1 mark for correctly identifying A = verse and B = chorus; 1 mark for correctly identifying C = bridge/middle eight.,"ABABCB maps directly onto verse-chorus-verse-chorus-bridge-chorus — not every song follows it exactly, but it's the most common underlying shape in popular music.",strophic|through-composed,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | mastering,dropped,,,
SS-EDMSTRUCT-F,STR-EDMSTRUCT,Popular & EDM,song-structure,Foundation,1,Foundation,multiple_choice,1,Yes,EDM track structure,,whole_form,the common intro-build-drop-breakdown-build-drop-outro pattern used in electronic dance music tracks,explicit,Recognise and describe standard musical structures/forms.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Which of these best represents EDM track structure?,Intro – Build – Drop – Breakdown – Build – Drop – Outro | Intro – Verse – Chorus – Verse – Chorus – Outro | Exposition – Development – Recapitulation | A – B – A,Intro – Build – Drop – Breakdown – Build – Drop – Outro,Intro – Build – Drop – Breakdown – Build – Drop – Outro,Intro – Build – Drop – Breakdown – Build – Drop – Outro. (1),"Correct — a typical EDM track runs intro – build (pre-chorus) – drop (chorus) – breakdown (bridge) – build – drop – outro, built to control the energy on a dancefloor.",popular song structure,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | foundation,active,,audio/SS-EDM-STRUCTURE.mp3,
SS-EDMSTRUCT-D,STR-EDMSTRUCT,Popular & EDM,song-structure,Developing,2,Foundation,multiple_choice_reverse,1,Yes,EDM track structure,Intro – Build – Drop – Breakdown – Build – Drop – Outro,whole_form,the common intro-build-drop-breakdown-build-drop-outro pattern used in electronic dance music tracks,explicit,Recognise and describe standard musical structures/forms.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Which structure or form is this?,A typical EDM track structure | Rondo form | Popular song structure | Ritornello form,EDM track structure,EDM track structure,EDM track structure. (1),Correct — that intro/build/drop/breakdown/build/drop/outro pattern is a typical EDM track structure.,popular song structure,,pattern,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | developing,active,,audio/SS-EDM-STRUCTURE.mp3,
SS-EDMSTRUCT-S,STR-EDMSTRUCT,Popular & EDM,song-structure,Securing,3,Foundation,short_answer,1,No,EDM track structure,Intro – Build – Drop – Breakdown – Build – Drop – Outro,whole_form,the common intro-build-drop-breakdown-build-drop-outro pattern used in electronic dance music tracks,explicit,Recognise and describe standard musical structures/forms.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Describe this structure — what is it called?,,edm structure,edm structure|edm track structure,1 mark for the correct term: edm structure.,"A typical EDM structure: intro, build (pre-chorus), drop (chorus), breakdown (bridge), build, drop, outro.",popular song structure,,pattern,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | securing,active,,audio/SS-EDM-STRUCTURE.mp3,
SS-EDMSTRUCT-M,STR-EDMSTRUCT,Popular & EDM,song-structure,Mastering,4,Foundation,exam_style_short_answer,2,No,EDM track structure,,whole_form,the common intro-build-drop-breakdown-build-drop-outro pattern used in electronic dance music tracks,explicit,Recognise and describe standard musical structures/forms.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"In EDM structure, the 'build' and the 'drop' serve different functions. Describe what happens musically in each, and explain why they are usually placed next to each other.",,"The build increases tension (rising pitch/filter sweeps, thinning texture, rising energy, often removing the bass/kick); the drop is the release — full texture, bass and beat return at once. They sit together because the build's tension is designed to be released by the drop.",rising tension|filter sweep|release of energy|full texture returns,"1 mark for describing the build (rising tension/energy, thinning texture); 1 mark for describing the drop (full texture/beat returns, release of tension) or explaining the tension-release relationship between them.",The build's rising tension (often stripping away the bass and adding rising effects) exists specifically to make the drop's full-texture release feel powerful — the whole point of the pairing.,popular song structure,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | mastering,dropped,,,
SS-RAGASTRUCT-F,STR-RAGASTRUCT,World Structures,raga-structure,Foundation,1,Foundation,multiple_choice,1,Yes,raga performance structure,,whole_form,"the traditional structure of a Hindustani raga performance: a slow, unmetred, freely improvised opening, gradually moving into faster, metred, rhythmic sections",explicit,Recognise and describe standard musical structures/forms.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Which of these best represents raga performance structure?,Ālāp – Jōr – Gat – Jhālā | Intro – Verse – Chorus – Outro | Exposition – Development – Recapitulation | A – B – A – C – A,Ālāp – Jōr – Gat – Jhālā,Ālāp – Jōr – Gat – Jhālā,Ālāp – Jōr – Gat – Jhālā. (1),"Correct — a Hindustani raga performance traditionally moves through ālāp (slow, unmetred, improvised), jōr (a pulsed continuation), gat (a fixed metred composition with tabla), and jhālā (a fast, climactic closing section).",ālāp|jhālā,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-WORLD,structure-spotter | world | foundation,active,,audio/SS-RAGA-PERFORMANCE.mp3,
SS-RAGASTRUCT-D,STR-RAGASTRUCT,World Structures,raga-structure,Developing,2,Foundation,multiple_choice_reverse,1,Yes,raga performance structure,Ālāp – Jōr – Gat – Jhālā,whole_form,"the traditional structure of a Hindustani raga performance: a slow, unmetred, freely improvised opening, gradually moving into faster, metred, rhythmic sections",explicit,Recognise and describe standard musical structures/forms.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Which structure or form is this?,Raga performance structure | Sonata form | EDM track structure | Rondo form,raga performance structure,raga performance structure,raga performance structure. (1),"Correct — ālāp, jōr, gat, then jhālā is the traditional shape of a raga performance.",ālāp|jhālā,,pattern,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-WORLD,structure-spotter | world | developing,active,,audio/SS-RAGA-PERFORMANCE.mp3,
SS-RAGASTRUCT-S,STR-RAGASTRUCT,World Structures,raga-structure,Securing,3,Foundation,short_answer,1,No,raga performance structure,Ālāp – Jōr – Gat – Jhālā,whole_form,"the traditional structure of a Hindustani raga performance: a slow, unmetred, freely improvised opening, gradually moving into faster, metred, rhythmic sections",explicit,Recognise and describe standard musical structures/forms.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Describe this structure — what is it called?,,raga performance structure,raga performance structure|raga structure,1 mark for the correct term: raga performance structure.,"Raga performance structure: ālāp (unmetred opening) → jōr (pulsed) → gat (metred, with tabla) → jhālā (fast climax).",ālāp|jhālā,,pattern,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-WORLD,structure-spotter | world | securing,active,,audio/SS-RAGA-PERFORMANCE.mp3,
SS-RAGASTRUCT-M,STR-RAGASTRUCT,World Structures,raga-structure,Mastering,4,Foundation,exam_style_short_answer,2,No,raga performance structure,,whole_form,"the traditional structure of a Hindustani raga performance: a slow, unmetred, freely improvised opening, gradually moving into faster, metred, rhythmic sections",explicit,Recognise and describe standard musical structures/forms.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Describe how the sense of pulse changes across the course of a raga performance, from the ālāp through to the jhālā.",,"The ālāp is slow and completely unmetred/free of pulse; the jōr introduces a steady pulse without percussion; the gat adds a fixed metre with tabla accompaniment; the jhālā is fast and rhythmically intense, building to a climax.",unmetred to metred|pulse gradually established|tabla enters at the gat|accelerates toward the end,1 mark for correctly describing the ālāp as free/unmetred; 1 mark for describing the gradual introduction of pulse/metre (jōr) and tabla/fixed metre (gat) building to the fast jhālā.,"The whole performance is a single arc from complete rhythmic freedom (ālāp) to tightly metred, tabla-driven excitement (jhālā) — the soloist gradually 'reveals' the raga's rhythmic possibilities.",ālāp|jhālā,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-WORLD,structure-spotter | world | mastering,dropped,,,
SS-INTRO-F,STR-INTRO,Classical Forms,named-sections,Foundation,1,Foundation,multiple_choice,1,Yes,introduction,,named_section,an opening section that sets up the music before the main theme or main structure begins,explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does ‘introduction’ mean in musical structure?,an opening section that sets up the music before the main theme or main structure begins | a short unaccompanied solo passage near the end of a movement | the closing section that rounds a piece off | a contrasting middle section of a piece,an opening section that sets up the music before the main theme or main structure begins,an opening section that sets up the music before the main theme or main structure begins,an opening section that sets up the music before the main theme or main structure begins. (1),Correct — an introduction is an opening section that prepares the listener before the main material/theme begins.,coda|exposition,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | foundation,dropped,,,
SS-INTRO-D,STR-INTRO,Classical Forms,named-sections,Developing,2,Foundation,multiple_choice_reverse,1,Yes,introduction,,named_section,an opening section that sets up the music before the main theme or main structure begins,explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Which structural term means: an opening section that sets up the music before the main theme or main structure begins?,Introduction | Coda | Cadenza | Codetta,introduction,introduction,introduction. (1),Correct — an opening section that sets up the music to come is an introduction.,coda|exposition,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | developing,dropped,,,
SS-INTRO-S,STR-INTRO,Classical Forms,named-sections,Securing,3,Foundation,short_answer,1,No,introduction,,named_section,an opening section that sets up the music before the main theme or main structure begins,explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Give the structural term that means: an opening section that sets up the music before the main theme or main structure begins.,,introduction,introduction|intro|introdution,1 mark for the correct term: introduction.,Introduction: an opening section before the main theme/structure begins.,coda|exposition,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | securing,dropped,,,
SS-INTRO-M,STR-INTRO,Classical Forms,named-sections,Mastering,4,Foundation,exam_style_short_answer,2,No,introduction,,named_section,an opening section that sets up the music before the main theme or main structure begins,explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Mozart's String Quartet K. 465 is nicknamed the 'Dissonance' Quartet because of its introduction. Explain what an introduction's musical role typically is, and give one reason this particular introduction was considered unusual.",,"An introduction typically prepares the listener/sets the mood before the main Allegro material begins; K. 465's introduction was unusual because of its dense chromatic harmony/dissonance, which was startling for its time.",prepares the listener|sets the mood|unusually dissonant|chromatic harmony,1 mark for correctly describing an introduction's general role (prepares/sets up the main music); 1 mark for a valid specific reason K. 465's introduction was unusual (its chromaticism/dissonance).,Introductions usually establish key and mood simply — K. 465's is famous precisely because its harmony is so unstable and dissonant compared to a typical Classical opening.,coda|exposition,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | mastering,dropped,,,
SS-CADENZA-F,STR-CADENZA,Classical Forms,named-sections,Foundation,1,Foundation,multiple_choice,1,Yes,cadenza,,named_section,"a virtuosic, often unaccompanied passage for the soloist, traditionally near the end of a concerto movement",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does ‘cadenza’ mean in musical structure?,"a virtuosic, often unaccompanied passage for the soloist, traditionally near the end of a concerto movement | a recurring theme that alternates with contrasting episodes | the opening section of a movement | a passage where two melodic ideas overlap in imitation","a virtuosic, often unaccompanied passage for the soloist, traditionally near the end of a concerto movement","a virtuosic, often unaccompanied passage for the soloist, traditionally near the end of a concerto movement","a virtuosic, often unaccompanied passage for the soloist, traditionally near the end of a concerto movement. (1)","Correct — a cadenza is a virtuosic, often improvised or unaccompanied passage that showcases the soloist, traditionally placed near the end of a concerto movement.",coda|development,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | foundation,active,,audio/SS-CADENZA.mp3,
SS-CADENZA-D,STR-CADENZA,Classical Forms,named-sections,Developing,2,Foundation,multiple_choice_reverse,1,Yes,cadenza,,named_section,"a virtuosic, often unaccompanied passage for the soloist, traditionally near the end of a concerto movement",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Which structural term means: a virtuosic, often unaccompanied passage for the soloist, traditionally near the end of a concerto movement?",Cadenza | Introduction | Development | Coda,cadenza,cadenza,cadenza. (1),"Correct — a virtuosic solo passage, often unaccompanied, near a concerto movement's end, is a cadenza.",coda|development,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | developing,active,,audio/SS-CADENZA.mp3,
SS-CADENZA-S,STR-CADENZA,Classical Forms,named-sections,Securing,3,Foundation,short_answer,1,No,cadenza,,named_section,"a virtuosic, often unaccompanied passage for the soloist, traditionally near the end of a concerto movement",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Give the structural term that means: a virtuosic, often unaccompanied passage for the soloist, traditionally near the end of a concerto movement.",,cadenza,cadenza|cadenzas,1 mark for the correct term: cadenza.,"Cadenza: a virtuosic (often unaccompanied) solo passage, traditionally near the end of a concerto movement.",coda|development,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | securing,active,,audio/SS-CADENZA.mp3,
SS-CADENZA-M,STR-CADENZA,Classical Forms,named-sections,Mastering,4,Foundation,exam_style_short_answer,2,No,cadenza,,named_section,"a virtuosic, often unaccompanied passage for the soloist, traditionally near the end of a concerto movement",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Explain the traditional purpose of a cadenza in a Classical concerto, and state ONE way cadenzas could be created historically.",,"It gives the soloist a chance to display virtuosity/technical skill, often reworking the movement's themes freely, before the orchestra returns to close the movement; historically cadenzas were often improvised by the soloist on the spot (or later, composed in advance).",showcase virtuosity|improvised by the soloist|composed in advance|display technical skill,"1 mark for correctly describing the cadenza's purpose (soloist virtuosity/display, often based on the movement's themes); 1 mark for a valid historical creation method (improvised live, or later composed/written out in advance).","Classical-era cadenzas were traditionally improvised live by the soloist, working the movement's own themes into a dazzling, unaccompanied display — later composers (including some cadenzas by Beethoven and others) began writing them out in full.",coda|development,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | mastering,dropped,,,
SS-CODA-F,STR-CODA,Classical Forms,named-sections,Foundation,1,Foundation,multiple_choice,1,Yes,coda,,named_section,"a closing section added to round a piece or movement off, after its main structure has finished",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does ‘coda’ mean in musical structure?,"a closing section added to round a piece or movement off, after its main structure has finished | an opening section before the main theme begins | a short link passage that changes key | a small extra closing passage within an exposition, after the second subject","a closing section added to round a piece or movement off, after its main structure has finished","a closing section added to round a piece or movement off, after its main structure has finished","a closing section added to round a piece or movement off, after its main structure has finished. (1)","Correct — a coda is a closing section, added after the main structure of a piece or movement to bring it to a satisfying end.",codetta|introduction,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | foundation,active,,audio/SS-CODA.mp3,
SS-CODA-D,STR-CODA,Classical Forms,named-sections,Developing,2,Foundation,multiple_choice_reverse,1,Yes,coda,,named_section,"a closing section added to round a piece or movement off, after its main structure has finished",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Which structural term means: a closing section added to round a piece or movement off, after its main structure has finished?",Coda | Introduction | Transition | Codetta,coda,coda,coda. (1),"Correct — a rounding-off closing section, added after the main structure finishes, is a coda.",codetta|introduction,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | developing,active,,audio/SS-CODA.mp3,
SS-CODA-S,STR-CODA,Classical Forms,named-sections,Securing,3,Foundation,short_answer,1,No,coda,,named_section,"a closing section added to round a piece or movement off, after its main structure has finished",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Give the structural term that means: a closing section added to round a piece or movement off, after its main structure has finished.",,coda,coda|codas,1 mark for the correct term: coda.,Coda: a closing section that rounds a piece or movement off after its main structure is complete.,codetta|introduction,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | securing,active,,audio/SS-CODA.mp3,
SS-CODA-M,STR-CODA,Classical Forms,named-sections,Mastering,4,Foundation,exam_style_short_answer,2,No,coda,,named_section,"a closing section added to round a piece or movement off, after its main structure has finished",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Explain the difference between a coda and a codetta in terms of where each occurs and its scale.,,"A codetta is a small closing passage within the exposition of a sonata-form movement (after the second subject, before the exposition repeats/moves to the development); a coda is a larger closing section at the very end of the whole movement, after the recapitulation.",codetta ends the exposition|coda ends the movement|codetta is smaller|coda is at the very end,"1 mark for correctly locating the codetta (closes the exposition, before development); 1 mark for correctly locating the coda (closes the whole movement, after the recapitulation) and/or noting the coda is usually larger-scale.","Both round things off, but at different scales: a codetta closes just the exposition, while a coda closes the entire movement, sometimes at real length (Beethoven's codas are famously substantial).",codetta|introduction,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | mastering,dropped,,,
SS-EXPO-F,STR-EXPO,Classical Forms,named-sections,Foundation,1,Foundation,multiple_choice,1,Yes,exposition,,named_section,"the opening section of a sonata-form movement, where the main themes (first and second subjects) are first presented",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does ‘exposition’ mean in musical structure?,"the opening section of a sonata-form movement, where the main themes (first and second subjects) are first presented | the section where the main themes are reworked, fragmented and explored, often through many keys | the section where the main themes return, now both in the home key | a short passage that modulates from one key area to another","the opening section of a sonata-form movement, where the main themes (first and second subjects) are first presented","the opening section of a sonata-form movement, where the main themes (first and second subjects) are first presented","the opening section of a sonata-form movement, where the main themes (first and second subjects) are first presented. (1)","Correct — the exposition is sonata form's opening section, presenting the first subject (in the tonic) and second subject (usually in the dominant).",development|recapitulation,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | foundation,active,,audio/SS-SONATA-FORM.mp3,
SS-EXPO-D,STR-EXPO,Classical Forms,named-sections,Developing,2,Foundation,multiple_choice_reverse,1,Yes,exposition,,named_section,"the opening section of a sonata-form movement, where the main themes (first and second subjects) are first presented",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Which structural term means: the opening section of a sonata-form movement, where the main themes (first and second subjects) are first presented?",Exposition | Development | Recapitulation | Transition,exposition,exposition,exposition. (1),"Correct — the section that first presents the main themes, including first and second subjects, is the exposition.",development|recapitulation,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | developing,active,,audio/SS-SONATA-FORM.mp3,
SS-EXPO-S,STR-EXPO,Classical Forms,named-sections,Securing,3,Foundation,short_answer,1,No,exposition,,named_section,"the opening section of a sonata-form movement, where the main themes (first and second subjects) are first presented",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Give the structural term that means: the opening section of a sonata-form movement, where the main themes (first and second subjects) are first presented.",,exposition,exposition|expositions|exposistion,1 mark for the correct term: exposition.,"Exposition: sonata form's opening section, presenting the first subject and second subject (usually in the dominant key).",development|recapitulation,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-SECTION,structure-spotter | classical | securing,active,,audio/SS-SONATA-FORM.mp3,
