app,module_id,sub_app,question_id,source_question_id,level,response_type,max_marks,prompt,correct_answer,answer_choices,accepted_answers,audio_path,audio_exists,question_asset,answer_asset,score_asset,instrument,family,clip_type,difficulty,composer,work,movement,performer,source,rights,notes
Meter Master,meter-master,Meter recognition,MMX050,MTR020,Mastering,two-point written,2,State two features of rhythm and metre shown by the score. (2),2/4 and simple duple,12/8 and compound quadruple | 2/4 and simple duple | 2/2 and simple duple | 6/8 and compound duple,2/4 | simple | duple | 2 main beats | crotchet beat | regular pulse,modules/meter-master/audio/MTR020.mp3,yes,,,modules/meter-master/scores/mmx050_score.png,,,Rhythm and metre features,Simple duple,,,,,https://imslp.org/wiki/String_Quartet_in_D_major%2C_Hob.III%3A63_%28Haydn%2C_Joseph%29,,"Award one mark for each valid point: 2/4; simple duple; 2 main beats; crotchet beat; regular pulse; correct description of the subdivision. Maximum 2. Students should give two distinct features rather than two equivalent names for the same feature. Use 2–4 bars that correspond as closely as possible to the existing audio cut. Use a public-domain edition from the linked score page. Preserve rhythmic grouping and barlines. Keep the signature visible because the question assesses broader interpretation, not only recall."
Meter Master,meter-master,Meter recognition,MMX051,MTR021,Securing,written time signature,1,The time signature has been removed from the score. Write the missing time signature. (1),6/8,6/8 | 2/4 | 2/2 | 12/8,6/8 | six-eight,modules/meter-master/audio/MTR021.mp3,yes,,,modules/meter-master/scores/mmx051_score.png,,,Skeleton-score completion,Compound duple,,,,,https://imslp.org/wiki/Symphony_No.4%2C_Op.90_%28Mendelssohn%2C_Felix%29,,6/8. (1) The notation groups each bar according to compound duple metre. Use 2–4 bars that correspond as closely as possible to the existing audio cut. Use a public-domain edition from the linked score page. Preserve rhythmic grouping and barlines. Remove only the printed time signature.
Meter Master,meter-master,Meter recognition,MMX052,MTR022,Securing,multiple choice,1,Underline the correct time signature for the printed extract. (1),4/4,2/2 | 3/4 | 4/4 | 12/8,4/4 | common time | C,modules/meter-master/audio/MTR022.mp3,yes,,,modules/meter-master/scores/mmx052_score.png,,,Score-supported multiple choice,Simple quadruple,,,,,https://imslp.org/wiki/Symphony_No.4%2C_Op.90_%28Mendelssohn%2C_Felix%29,,4/4. (1) Use the rhythmic grouping and total duration of each bar. Use 2–4 bars that correspond as closely as possible to the existing audio cut. Use a public-domain edition from the linked score page. Preserve rhythmic grouping and barlines. Remove the original time signature and present the four answer options below the score.
Meter Master,meter-master,Meter recognition,MMX053,MTR023,Securing,two-part written,2,Describe the metre shown by the score. (2),Simple Triple,Simple Triple | Compound quadruple | Irregular quintuple | Simple duple,simple triple | simple | triple,modules/meter-master/audio/MTR023.mp3,yes,,,modules/meter-master/scores/mmx053_score.png,,,Full metre from notation,Simple triple,,,,,https://imslp.org/wiki/Symphony_No.4%2C_Op.90_%28Mendelssohn%2C_Felix%29,,"Simple. (1) Triple. (1) There are three crotchet beats, each dividing naturally into two quavers. The complete classification is simple triple. Use 2–4 bars that correspond as closely as possible to the existing audio cut. Use a public-domain edition from the linked score page. Preserve rhythmic grouping and barlines. Keep the rhythmic grouping visible. The printed signature may be removed."
Meter Master,meter-master,Meter recognition,MMX054,MTR024,Mastering,two-point written,2,Explain how the notation confirms the metre. (2),Four crotchet beats,Two crotchet beats | Four crotchet beats | Five crotchets grouped unevenly | Four dotted-crotchet beats,4 crotchet beats,modules/meter-master/audio/MTR024.mp3,yes,,,modules/meter-master/scores/mmx054_score.png,,,Explain notation,Simple quadruple,,,,,https://imslp.org/wiki/Symphony_No.4%2C_Op.90_%28Mendelssohn%2C_Felix%29,,"4 beats per bar. (1) The beat unit is a crotchet. (1) There are four crotchet beats, each dividing naturally into two quavers. Use 2–4 bars that correspond as closely as possible to the existing audio cut. Use a public-domain edition from the linked score page. Preserve rhythmic grouping and barlines. Remove the signature but retain beaming, barlines and enough notes to show the beat grouping."
Meter Master,meter-master,Meter recognition,MMX055,MTR025,Mastering,two-point written,2,State two features of rhythm and metre shown by the score. (2),2/2 and simple duple,2/4 and simple duple | 6/8 and compound duple | 3/4 and simple triple | 2/2 and simple duple,2/2 | simple | duple | 2 main beats | minim beat | regular pulse,modules/meter-master/audio/MTR025.mp3,yes,,,modules/meter-master/scores/mmx055_score.png,,,Rhythm and metre features,Simple duple,,,,,https://imslp.org/wiki/Symphony_No.40_in_G_minor%2C_K.550_%28Mozart%2C_Wolfgang_Amadeus%29,,"Award one mark for each valid point: 2/2; simple duple; 2 main beats; minim beat; regular pulse; correct description of the subdivision. Maximum 2. Students should give two distinct features rather than two equivalent names for the same feature. Use 2–4 bars that correspond as closely as possible to the existing audio cut. Use a public-domain edition from the linked score page. Preserve rhythmic grouping and barlines. Keep the signature visible because the question assesses broader interpretation, not only recall."
Meter Master,meter-master,Meter recognition,MMX056,MTR026,Securing,written time signature,1,The time signature has been removed from the score. Write the missing time signature. (1),6/8,6/8 | 2/4 | 2/2 | 12/8,6/8 | six-eight,modules/meter-master/audio/MTR026.mp3,yes,,,modules/meter-master/scores/mmx056_score.png,,,Skeleton-score completion,Compound duple,,,,,https://imslp.org/wiki/Symphony_No.40_in_G_minor%2C_K.550_%28Mozart%2C_Wolfgang_Amadeus%29,,6/8. (1) The notation groups each bar according to compound duple metre. Use 2–4 bars that correspond as closely as possible to the existing audio cut. Use a public-domain edition from the linked score page. Preserve rhythmic grouping and barlines. Remove only the printed time signature.
Meter Master,meter-master,Meter recognition,MMX057,MTR027,Securing,multiple choice,1,Underline the correct time signature for the printed extract. (1),3/4,2/4 | 3/4 | 4/4 | 6/8,3/4 | three-four,modules/meter-master/audio/MTR027.mp3,yes,,,modules/meter-master/scores/mmx057_score.png,,,Score-supported multiple choice,Simple triple,,,,,https://imslp.org/wiki/Symphony_No.40_in_G_minor%2C_K.550_%28Mozart%2C_Wolfgang_Amadeus%29,,3/4. (1) Use the rhythmic grouping and total duration of each bar. Use 2–4 bars that correspond as closely as possible to the existing audio cut. Use a public-domain edition from the linked score page. Preserve rhythmic grouping and barlines. Remove the original time signature and present the four answer options below the score.
Meter Master,meter-master,Meter recognition,MMX058,MTR028,Securing,two-part written,2,Describe the metre shown by the score. (2),Simple Duple,Irregular quintuple | Simple Duple | Compound triple | Simple quadruple,simple duple | simple | duple,modules/meter-master/audio/MTR028.mp3,yes,,,modules/meter-master/scores/mmx058_score.png,,,Full metre from notation,Simple duple,,,,,https://imslp.org/wiki/Symphony_No.40_in_G_minor%2C_K.550_%28Mozart%2C_Wolfgang_Amadeus%29,,Simple. (1) Duple. (1) Each main beat divides naturally into two crotchets. The complete classification is simple duple. Use 2–4 bars that correspond as closely as possible to the existing audio cut. Use a public-domain edition from the linked score page. Preserve rhythmic grouping and barlines. Keep the rhythmic grouping visible. The printed signature may be removed.
Meter Master,meter-master,Meter recognition,MMX059,MTR029,Mastering,two-point written,2,Explain how the notation confirms the metre. (2),Five crotchets grouped unevenly,Four crotchet beats | Three crotchet beats | Five crotchets grouped unevenly | Four dotted-crotchet beats,"five crotchets grouped unevenly, usually 2+3 or 3+2",modules/meter-master/audio/MTR029.mp3,yes,,,modules/meter-master/scores/mmx059_score.png,,,Explain notation,Irregular quintuple,,,,,https://imslp.org/wiki/Symphony_No.6%2C_Op.74_%28Tchaikovsky%2C_Pyotr%29,,"Five crotchet beats / the bar totals five crotchets. (1) Unequal grouping such as 2+3 or 3+2 / irregular metre. (1) The five crotchets form unequal groups, usually 2+3 or 3+2. Use 2–4 bars that correspond as closely as possible to the existing audio cut. Use a public-domain edition from the linked score page. Preserve rhythmic grouping and barlines. Remove the signature but retain beaming, barlines and enough notes to show the beat grouping."
Meter Master,meter-master,Meter recognition,MMX060,MTR030,Mastering,two-point written,2,State two features of rhythm and metre shown by the score. (2),12/8 and compound quadruple,2/2 and simple duple | 12/8 and compound quadruple | 4/4 and simple quadruple | 6/8 and compound duple,12/8 | compound | quadruple | 4 main beats | dotted crotchet beat | regular pulse,modules/meter-master/audio/MTR030.mp3,yes,,,modules/meter-master/scores/mmx060_score.png,,,Rhythm and metre features,Compound quadruple,,,,,https://imslp.org/wiki/Symphony_No.6%2C_Op.74_%28Tchaikovsky%2C_Pyotr%29,,"Award one mark for each valid point: 12/8; compound quadruple; 4 main beats; dotted crotchet beat; regular pulse; correct description of the subdivision. Maximum 2. Students should give two distinct features rather than two equivalent names for the same feature. Use 2–4 bars that correspond as closely as possible to the existing audio cut. Use a public-domain edition from the linked score page. Preserve rhythmic grouping and barlines. Keep the signature visible because the question assesses broader interpretation, not only recall."
Meter Master,meter-master,Meter recognition,MMX061,TT097,Mastering,multiple choice,1,What is the time signature of this extract? (1),5/4 time,4/4 time | 6/8 time | 5/4 time | 3/4 time,5/4 time | 5/4 | five-four | five four | 5 beats in a bar | five beats in a bar,modules/meter-master/../texture-trainer/audio/TT097.mp3,yes,,,,,,Irregular metre,Irregular quintuple,,,,,https://imslp.org/wiki/Symphony_No.6%2C_Op.74_%28Tchaikovsky%2C_Pyotr%29,,"5/4 time / five beats in a bar. (1) The phrase is organised into five crotchet beats in each bar, giving the distinctive 5/4 metre."
