app,module_id,sub_app,question_id,source_question_id,level,response_type,max_marks,prompt,correct_answer,answer_choices,accepted_answers,audio_path,audio_exists,question_asset,answer_asset,score_asset,instrument,family,clip_type,difficulty,composer,work,movement,performer,source,rights,notes
Texture Trainer,texture-trainer,Texture recognition,TT029,,Mastering,extended-text,2,Describe two ways the texture is built during the extract. (2),Monophonic,,monophonic | single unaccompanied melodic line | single melodic line | one melodic line | one melody | one line | one part | solo line | solo melody | unaccompanied melody | unaccompanied melodic line | a single melody | a single melodic line | fugue | fugal | fugal writing | fugal imitation | fugal texture | imitative polyphony | subject entries | answer entries | subject and answer entries | subject enters successively | voices enter successively | polyphonic | contrapuntal | counterpoint | independent parts | independent melodies | several melodies at once | several melodies | multiple melodies | different melodies at the same time | interweaving melodies | overlapping melodies | imitative | imitation | imitative | imitation | canon | canon like | canon-like | one part copies another | one part imitates another | repeated by another part | copied between parts | the melody is copied | successive entries | subject entries | texture thickens | thickens | gets thicker | becomes thicker | the texture becomes thicker | thicker texture | more instruments enter | more parts enter | more orchestral parts | parts are added | parts enter | layers added | layers are added | more layers | fuller texture | full ensemble | tutti | builds up | the texture builds up | chords are added | independent vocal lines | independent voices | independent subject entries | overlapping subject entries | overlapping voices,modules/texture-trainer/audio/TT029.mp3,yes,,,,,,Monophonic → fugal polyphony,Mastering,,"J. S. Bach — The Well-Tempered Clavier, Book I: Fugue No. 12 in F minor, BWV 857",,Kimiko Ishizaka,"https://commons.wikimedia.org/wiki/File:Kimiko_Ishizaka_-_Bach_-_Well-Tempered_Clavier,_Book_1_-_24_Fugue_No._12_in_F_minor,_BWV_857.ogg",CC0 1.0,Original source extract: 0–20s. Recording performed by Kimiko Ishizaka and released under CC0 1.0 through the Open Well-Tempered Clavier project. Credit is still recommended in EchoAural's source record.
Texture Trainer,texture-trainer,Texture recognition,TT030,,Mastering,short-text,1,Name the textural device created as the subject enters successively in different voices. (1),Fugal imitation,,fugue | fugal | fugal writing | fugal imitation | fugal texture | imitative polyphony | subject entries | answer entries | subject and answer entries | subject enters successively | voices enter successively,modules/texture-trainer/audio/TT030.mp3,yes,,,,,,Fugal imitation,Mastering,,"J. S. Bach — The Well-Tempered Clavier, Book I: Fugue No. 13 in F-sharp major, BWV 858",,Kimiko Ishizaka,"https://commons.wikimedia.org/wiki/File:Kimiko_Ishizaka_-_Bach_-_Well-Tempered_Clavier,_Book_1_-_26_Fugue_No._13_in_F-sharp_major,_BWV_858.ogg",CC0 1.0,Original source extract: 0–20s. Recording performed by Kimiko Ishizaka and released under CC0 1.0 through the Open Well-Tempered Clavier project. Credit is still recommended in EchoAural's source record.
Texture Trainer,texture-trainer,Texture recognition,TT032,,Mastering,short-text,2,Describe two ways the texture is built during the extract. (2),Monophonic,,monophonic | single unaccompanied melodic line | single melodic line | one melodic line | one melody | one line | one part | solo line | solo melody | unaccompanied melody | unaccompanied melodic line | a single melody | a single melodic line | fugue | fugal | fugal writing | fugal imitation | fugal texture | imitative polyphony | subject entries | answer entries | subject and answer entries | subject enters successively | voices enter successively | polyphonic | contrapuntal | counterpoint | independent parts | independent melodies | several melodies at once | several melodies | multiple melodies | different melodies at the same time | interweaving melodies | overlapping melodies | imitative | imitation | imitative | imitation | canon | canon like | canon-like | one part copies another | one part imitates another | repeated by another part | copied between parts | the melody is copied | successive entries | subject entries | texture thickens | thickens | gets thicker | becomes thicker | the texture becomes thicker | thicker texture | more instruments enter | more parts enter | more orchestral parts | parts are added | parts enter | layers added | layers are added | more layers | fuller texture | full ensemble | tutti | builds up | the texture builds up | chords are added | independent vocal lines | independent voices | independent subject entries | overlapping subject entries | overlapping voices,modules/texture-trainer/audio/TT032.mp3,yes,,,,,,Monophonic → fugal polyphony,Mastering,,"J. S. Bach — The Well-Tempered Clavier, Book I: Fugue No. 15 in G major, BWV 860",,Kimiko Ishizaka,"https://commons.wikimedia.org/wiki/File:Kimiko_Ishizaka_-_Bach_-_Well-Tempered_Clavier,_Book_1_-_30_Fugue_No._15_in_G_major,_BWV_860.ogg",CC0 1.0,Original source extract: 0–20s. Recording performed by Kimiko Ishizaka and released under CC0 1.0 through the Open Well-Tempered Clavier project. Credit is still recommended in EchoAural's source record.
Texture Trainer,texture-trainer,Texture recognition,TT033,,Mastering,extended-text,2,Identify the opening texture and explain the later texture. (2),Monophonic,,monophonic | single unaccompanied melodic line | single melodic line | one melodic line | one melody | one line | one part | solo line | solo melody | unaccompanied melody | unaccompanied melodic line | a single melody | a single melodic line | fugue | fugal | fugal writing | fugal imitation | fugal texture | imitative polyphony | subject entries | answer entries | subject and answer entries | subject enters successively | voices enter successively | polyphonic | contrapuntal | counterpoint | independent parts | independent melodies | several melodies at once | several melodies | multiple melodies | different melodies at the same time | interweaving melodies | overlapping melodies | imitative | imitation | imitative | imitation | canon | canon like | canon-like | one part copies another | one part imitates another | repeated by another part | copied between parts | the melody is copied | successive entries | subject entries | texture thickens | thickens | gets thicker | becomes thicker | the texture becomes thicker | thicker texture | more instruments enter | more parts enter | more orchestral parts | parts are added | parts enter | layers added | layers are added | more layers | fuller texture | full ensemble | tutti | builds up | the texture builds up | chords are added | independent vocal lines | independent voices | independent subject entries | overlapping subject entries | overlapping voices,modules/texture-trainer/audio/TT033.mp3,yes,,,,,,Monophonic → fugal polyphony,Mastering,,"J. S. Bach — The Well-Tempered Clavier, Book I: Fugue No. 16 in G minor, BWV 861",,Kimiko Ishizaka,"https://commons.wikimedia.org/wiki/File:Kimiko_Ishizaka_-_Bach_-_Well-Tempered_Clavier,_Book_1_-_32_Fugue_No._16_in_G_minor,_BWV_861.ogg",CC0 1.0,Original source extract: 0–20s. Recording performed by Kimiko Ishizaka and released under CC0 1.0 through the Open Well-Tempered Clavier project. Credit is still recommended in EchoAural's source record.
Texture Trainer,texture-trainer,Texture recognition,TT034,,Securing,short-text,1,Identify the texture once the subject and answers are sounding together. (1),Polyphonic,,polyphonic | contrapuntal | counterpoint | fugal | fugue | imitative | canon | canonic,modules/texture-trainer/audio/TT034.mp3,yes,,,,,,Polyphonic texture,Securing,,"J. S. Bach — The Well-Tempered Clavier, Book I: Fugue No. 17 in A-flat major, BWV 862",,Kimiko Ishizaka,"https://commons.wikimedia.org/wiki/File:Kimiko_Ishizaka_-_Bach_-_Well-Tempered_Clavier,_Book_1_-_34_Fugue_No._17_in_A-flat_major,_BWV_862.ogg",CC0 1.0,Original source extract: 0–20s. Recording performed by Kimiko Ishizaka and released under CC0 1.0 through the Open Well-Tempered Clavier project. Credit is still recommended in EchoAural's source record.
Texture Trainer,texture-trainer,Texture recognition,TT035,,Securing,short-text,2,Describe two ways the texture is built during the extract. (2),Monophonic,,monophonic | single unaccompanied melodic line | single melodic line | one melodic line | one melody | one line | one part | solo line | solo melody | unaccompanied melody | unaccompanied melodic line | a single melody | a single melodic line | fugue | fugal | fugal writing | fugal imitation | fugal texture | imitative polyphony | subject entries | answer entries | subject and answer entries | subject enters successively | voices enter successively | polyphonic | contrapuntal | counterpoint | independent parts | independent melodies | several melodies at once | several melodies | multiple melodies | different melodies at the same time | interweaving melodies | overlapping melodies | imitative | imitation | imitative | imitation | canon | canon like | canon-like | one part copies another | one part imitates another | repeated by another part | copied between parts | the melody is copied | successive entries | subject entries | texture thickens | thickens | gets thicker | becomes thicker | the texture becomes thicker | thicker texture | more instruments enter | more parts enter | more orchestral parts | parts are added | parts enter | layers added | layers are added | more layers | fuller texture | full ensemble | tutti | builds up | the texture builds up | chords are added | independent vocal lines | independent voices | independent subject entries | overlapping subject entries | overlapping voices,modules/texture-trainer/audio/TT035.mp3,yes,,,,,,Monophonic → fugal polyphony,Securing,,"J. S. Bach — The Well-Tempered Clavier, Book I: Fugue No. 18 in G-sharp minor, BWV 863",,Kimiko Ishizaka,"https://commons.wikimedia.org/wiki/File:Kimiko_Ishizaka_-_Bach_-_Well-Tempered_Clavier,_Book_1_-_36_Fugue_No._18_in_G-sharp_minor,_BWV_863.ogg",CC0 1.0,Original source extract: 0–20s. Recording performed by Kimiko Ishizaka and released under CC0 1.0 through the Open Well-Tempered Clavier project. Credit is still recommended in EchoAural's source record.
Texture Trainer,texture-trainer,Texture recognition,TT036,,Securing,short-text,2,Identify the opening texture and explain the later texture. (2),Monophonic,,monophonic | single unaccompanied melodic line | single melodic line | one melodic line | one melody | one line | one part | solo line | solo melody | unaccompanied melody | unaccompanied melodic line | a single melody | a single melodic line | fugue | fugal | fugal writing | fugal imitation | fugal texture | imitative polyphony | subject entries | answer entries | subject and answer entries | subject enters successively | voices enter successively | polyphonic | contrapuntal | counterpoint | independent parts | independent melodies | several melodies at once | several melodies | multiple melodies | different melodies at the same time | interweaving melodies | overlapping melodies | imitative | imitation | imitative | imitation | canon | canon like | canon-like | one part copies another | one part imitates another | repeated by another part | copied between parts | the melody is copied | successive entries | subject entries | texture thickens | thickens | gets thicker | becomes thicker | the texture becomes thicker | thicker texture | more instruments enter | more parts enter | more orchestral parts | parts are added | parts enter | layers added | layers are added | more layers | fuller texture | full ensemble | tutti | builds up | the texture builds up | chords are added | independent vocal lines | independent voices | independent subject entries | overlapping subject entries | overlapping voices,modules/texture-trainer/audio/TT036.mp3,yes,,,,,,Monophonic → fugal polyphony,Securing,,"J. S. Bach — The Well-Tempered Clavier, Book I: Fugue No. 19 in A major, BWV 864",,Kimiko Ishizaka,"https://commons.wikimedia.org/wiki/File:Kimiko_Ishizaka_-_Bach_-_Well-Tempered_Clavier,_Book_1_-_38_Fugue_No._19_in_A_major,_BWV_864.ogg",CC0 1.0,Original source extract: 0–20s. Recording performed by Kimiko Ishizaka and released under CC0 1.0 through the Open Well-Tempered Clavier project. Credit is still recommended in EchoAural's source record.
Texture Trainer,texture-trainer,Texture recognition,TT037,,Developing,multiple-choice,1,Identify the texture in this extract. (1),Homophonic,Homophonic | Polyphonic | Monophonic | Contrapuntal,homophonic | homophony | melody dominated homophony | melody-dominated homophony | melody and accompaniment | melody with accompaniment | chordal | homorhythmic | block chords | homophonic | chordal | homorhythmic | homorhythm | block chords | same rhythm | moving together | parts move together | harmony moves together | voices move together | all parts move together,modules/texture-trainer/audio/TT037.mp3,yes,,,,,,Homophonic texture,Developing,,"G. F. Handel — Messiah, HWV 56 — 1. Sinfony",,MIT Concert Choir; directed by William C. Cutter,https://commons.wikimedia.org/wiki/File:Handel_-_messiah_-_01_sinfony.ogg,CC BY-SA 2.0,"Original source extract: 80–100s. Commercial reuse is permitted with attribution, a licence link, notice of editing, and share-alike treatment of the adapted audio excerpt."
Texture Trainer,texture-trainer,Texture recognition,TT041,,Foundation,multiple-choice,1,Identify the texture at the opening of the extract. (1),Homophonic,Homophonic | Polyphonic | Monophonic,homophonic | homophony | melody dominated homophony | melody-dominated homophony | melody and accompaniment | melody with accompaniment | chordal | homorhythmic | block chords,modules/texture-trainer/audio/TT041.mp3,yes,,,,,,Homophonic texture,Foundation,,"G. F. Handel — Messiah, HWV 56 — 24. Surely He Hath Borne Our Griefs",,MIT Concert Choir; directed by William C. Cutter,https://commons.wikimedia.org/wiki/File:Handel_-_messiah_-_24_surely_he_hath_borne_our_griefs.ogg,CC BY-SA 2.0,"Original source extract: 0–20s. Commercial reuse is permitted with attribution, a licence link, notice of editing, and share-alike treatment of the adapted audio excerpt."
Texture Trainer,texture-trainer,Texture recognition,TT042,,Mastering,short-text,2,Describe two features of the texture in this extract. (2),Fugal imitation,,fugue | fugal | fugal writing | fugal imitation | fugal texture | imitative polyphony | subject entries | answer entries | subject and answer entries | subject enters successively | voices enter successively | polyphonic | contrapuntal | counterpoint | independent parts | independent melodies | several melodies at once | several melodies | multiple melodies | different melodies at the same time | interweaving melodies | overlapping melodies | imitative | imitation | imitative | imitation | canon | canon like | canon-like | one part copies another | one part imitates another | repeated by another part | copied between parts | the melody is copied | successive entries | subject entries | texture thickens | thickens | gets thicker | becomes thicker | the texture becomes thicker | thicker texture | more instruments enter | more parts enter | more orchestral parts | parts are added | parts enter | layers added | layers are added | more layers | fuller texture | full ensemble | tutti | builds up | the texture builds up | chords are added | independent vocal lines | independent voices | independent subject entries | overlapping subject entries | overlapping voices | fugue | fugal | fugal writing | fugal imitation | fugal texture | imitative polyphony | subject entries | answer entries | subject and answer entries | subject enters successively | voices enter successively | polyphonic | contrapuntal | counterpoint | independent parts | independent melodies | several melodies at once | several melodies | multiple melodies | different melodies at the same time | interweaving melodies | overlapping melodies | imitative | imitation | imitative | imitation | canon | canon like | canon-like | one part copies another | one part imitates another | repeated by another part | copied between parts | the melody is copied | successive entries | subject entries | texture thickens | thickens | gets thicker | becomes thicker | the texture becomes thicker | thicker texture | more instruments enter | more parts enter | more orchestral parts | parts are added | parts enter | layers added | layers are added | more layers | fuller texture | full ensemble | tutti | builds up | the texture builds up | chords are added | independent vocal lines | independent voices | independent subject entries | overlapping subject entries | overlapping voices,modules/texture-trainer/audio/TT042.mp3,yes,,,,,,Fugal polyphony,Mastering,,"G. F. Handel — Messiah, HWV 56 — 28. He Trusted in God",,MIT Concert Choir; directed by William C. Cutter,https://commons.wikimedia.org/wiki/File:Handel_-_messiah_-_28_he_trusted_in_god.ogg,CC BY-SA 2.0,"Original source extract: 0–20s. Commercial reuse is permitted with attribution, a licence link, notice of editing, and share-alike treatment of the adapted audio excerpt."
Texture Trainer,texture-trainer,Texture recognition,TT043,,Securing,short-text,2,Describe the texture at the beginning and how it changes when the full choir enters. (2),Layered texture,,thin texture | very thin texture | relatively thin texture | one prominent vocal line | single high vocal line | single vocal line | one prominent line | one line | one voice | few instruments | relatively few instruments | low instruments | few or low instruments | monophonic | single unaccompanied melodic line | single melodic line | one melodic line | one melody | one line | one part | solo line | solo melody | unaccompanied melody | unaccompanied melodic line | a single melody | a single melodic line | full choir | full choral texture | choir singing together | all voices | full choir singing together | much thicker | texture becomes much thicker | homophonic | chordal | homorhythmic | texture thickens | thickens | gets thicker | becomes thicker | the texture becomes thicker | thicker texture | more instruments enter | more parts enter | more orchestral parts | parts are added | parts enter | layers added | layers are added | more layers | fuller texture | full ensemble | tutti | builds up | the texture builds up | chords are added,modules/texture-trainer/audio/TT043.mp3,yes,,,,,,Thin texture → full choral texture,Securing,,"G. F. Handel — Messiah, HWV 56 — 37. The Lord Gave the Word",,MIT Concert Choir; directed by William C. Cutter,https://commons.wikimedia.org/wiki/File:Handel_-_messiah_-_37_the_lord_gave_the_word.ogg,CC BY-SA 2.0,"Original source extract: 0–20s. Commercial reuse is permitted with attribution, a licence link, notice of editing, and share-alike treatment of the adapted audio excerpt."
Texture Trainer,texture-trainer,Texture recognition,TT044,,Developing,short-text,2,Describe the texture and how it changes when the choir enters. (2),Homophonic texture thickening,,homophonic | homophony | melody dominated homophony | melody-dominated homophony | melody and accompaniment | melody with accompaniment | chordal | homorhythmic | block chords | homophonic | chordal | homorhythmic | homorhythm | block chords | same rhythm | moving together | parts move together | harmony moves together | voices move together | all parts move together | texture thickens | thickens | gets thicker | becomes thicker | the texture becomes thicker | thicker texture | more instruments enter | more parts enter | more orchestral parts | parts are added | parts enter | layers added | layers are added | more layers | fuller texture | full ensemble | tutti | builds up | the texture builds up | chords are added,modules/texture-trainer/audio/TT044.mp3,yes,,,,,,Homophonic texture thickening,Developing,,"G. F. Handel — Messiah, HWV 56 — 44. Hallelujah",,MIT Concert Choir; directed by William C. Cutter,https://commons.wikimedia.org/wiki/File:Handel_-_messiah_-_44_hallelujah.ogg,CC BY-SA 2.0,"Original source extract: 0–20s. Commercial reuse is permitted with attribution, a licence link, notice of editing, and share-alike treatment of the adapted audio excerpt."
Texture Trainer,texture-trainer,Texture recognition,TT046,,Developing,multiple-choice,1,Identify the texture in this extract. (1),Homophonic,Homophonic | Polyphonic | Monophonic | Unison,homophonic | homophony | melody dominated homophony | melody-dominated homophony | melody and accompaniment | melody with accompaniment | chordal | homorhythmic | block chords | homophonic | chordal | homorhythmic | homorhythm | block chords | same rhythm | moving together | parts move together | harmony moves together | voices move together | all parts move together,modules/texture-trainer/audio/TT046.mp3,yes,,,,,,Homophonic texture,Developing,,"Edvard Grieg — Peer Gynt Suite No. 1, Op. 46: In the Hall of the Mountain King",,Musopen Symphony Orchestra,https://commons.wikimedia.org/wiki/File:Musopen_-_In_the_Hall_Of_The_Mountain_King.ogg,Public domain dedication,Original source extract: 20–40s. The Commons page states that Musopen released the recording into the public domain worldwide.
Texture Trainer,texture-trainer,Texture recognition,TT047,,Developing,multiple-choice,1,Identify the texture in this extract. (1),Monophonic,Monophonic | Homophonic | Polyphonic | Melody and accompaniment,monophonic | single unaccompanied melodic line | single melodic line | one melodic line | one melody | one line | one part | solo line | solo melody | unaccompanied melody | unaccompanied melodic line | a single melody | a single melodic line | unison | octaves | in octaves | unison or octaves | single coordinated line | one coordinated line | opening motif | opening motif is played in unison | same melodic line | everyone plays the same motif,modules/texture-trainer/audio/TT047.mp3,yes,,,,,,Monophonic / octaves,Developing,,"J. S. Bach — Toccata and Fugue in D minor, BWV 565: Toccata opening",,Kevin MacLeod,https://commons.wikimedia.org/wiki/File:Toccata_and_Fugue_in_D_Minor_(ISRC_USUAN1100350).mp3,CC BY 3.0,"Original source extract: 0–20s. Attribute: Toccata and Fugue in D Minor, Kevin MacLeod (incompetech.com), licensed under CC BY 3.0; note that the file has been edited into an excerpt."
Texture Trainer,texture-trainer,Texture recognition,TT048,,Securing,short-text,2,Identify the texture at the start and describe how it changes in the extract. (2),Monophonic then fugal polyphony,,monophonic | single unaccompanied melodic line | single melodic line | one melodic line | one melody | one line | one part | solo line | solo melody | unaccompanied melody | unaccompanied melodic line | a single melody | a single melodic line | fugue | fugal | fugal writing | fugal imitation | fugal texture | imitative polyphony | subject entries | answer entries | subject and answer entries | subject enters successively | voices enter successively | polyphonic | contrapuntal | counterpoint | independent parts | independent melodies | several melodies at once | several melodies | multiple melodies | different melodies at the same time | interweaving melodies | overlapping melodies | imitative | imitation | imitative | imitation | canon | canon like | canon-like | one part copies another | one part imitates another | repeated by another part | copied between parts | the melody is copied | successive entries | subject entries | texture thickens | thickens | gets thicker | becomes thicker | the texture becomes thicker | thicker texture | more instruments enter | more parts enter | more orchestral parts | parts are added | parts enter | layers added | layers are added | more layers | fuller texture | full ensemble | tutti | builds up | the texture builds up | chords are added | independent vocal lines | independent voices | independent subject entries | overlapping subject entries | overlapping voices,modules/texture-trainer/audio/TT048.mp3,yes,,,,,,Monophonic → fugal polyphony,Securing,,"J. S. Bach — The Art of Fugue, BWV 1080: Contrapunctus I",,MIDI-derived rendering from Mutopia edition,"https://commons.wikimedia.org/wiki/File:The_Art_of_Fugue,_Contrapunctus_I.ogg",PDM 1.0,Original source extract: 0–20s. The Commons file is identified as free of known copyright restrictions and marked PDM 1.0; retain its Mutopia provenance.
Texture Trainer,texture-trainer,Texture recognition,TT049,,Foundation,multiple-choice,1,Which term best describes the texture of this extract? (1),Monophonic,Monophonic | Homophonic | Polyphonic,monophonic,modules/texture-trainer/audio/TT049.mp3,yes,,,,,,Monophonic texture,Foundation,,"J. S. Bach — Cello Suite No. 1 in G major, BWV 1007 — I. Prelude",,"John Michel, cello",https://commons.wikimedia.org/wiki/File:JOHN_MICHEL_CELLO-J_S_BACH_CELLO_SUITE_1_in_G_Prelude.ogg,CC BY-SA 3.0,Original source extract: 8–19s. Credit John Michel; link CC BY-SA 3.0; state that the audio was edited; distribute the adapted clip under compatible share-alike terms.
Texture Trainer,texture-trainer,Texture recognition,TT050,,Foundation,multiple-choice,1,Which term best describes the texture of this extract? (1),Homophonic,Homophonic | Monophonic | Polyphonic,homophonic | homophony | melody dominated homophony | melody-dominated homophony | melody and accompaniment | melody with accompaniment | chordal | homorhythmic | block chords,modules/texture-trainer/audio/TT050.mp3,yes,,,,,,Homophonic chordal texture,Foundation,,"L. van Beethoven — Symphony No. 3 in E-flat major, Op. 55 ‘Eroica’ — I. Allegro con brio",,Musopen Symphony Orchestra,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,"Original source extract: 8–19s. Recording supplied through the Musopen Collection hosted by Internet Archive and marked Public Domain Mark 1.0. Commercial use is permitted. Retain the exact item page, direct audio URL and recording-specific evidence screenshot in the EchoAural rights record."
Texture Trainer,texture-trainer,Texture recognition,TT051,,Foundation,multiple-choice,1,Which term best describes the texture of this extract? (1),Polyphonic,Polyphonic | Monophonic | Homophonic,fugue | fugal | fugal writing | fugal imitation | fugal texture | imitative polyphony | subject entries | answer entries | subject and answer entries | subject enters successively | voices enter successively | polyphonic | contrapuntal | counterpoint | independent parts | independent melodies | several melodies at once | several melodies | multiple melodies | different melodies at the same time | interweaving melodies | overlapping melodies | imitative | imitation | imitative | imitation | canon | canon like | canon-like | one part copies another | one part imitates another | repeated by another part | copied between parts | the melody is copied | successive entries | subject entries | texture thickens | thickens | gets thicker | becomes thicker | the texture becomes thicker | thicker texture | more instruments enter | more parts enter | more orchestral parts | parts are added | parts enter | layers added | layers are added | more layers | fuller texture | full ensemble | tutti | builds up | the texture builds up | chords are added | independent vocal lines | independent voices | independent subject entries | overlapping subject entries | overlapping voices,modules/texture-trainer/audio/TT051.mp3,yes,,,,,,Fugal polyphony,Foundation,,"J. S. Bach — The Well-Tempered Clavier, Book I: Fugue No. 1 in C major, BWV 846",,Kimiko Ishizaka,"https://commons.wikimedia.org/wiki/File:Kimiko_Ishizaka_-_Bach_-_Well-Tempered_Clavier,_Book_1_-_02_Fugue_No._1_in_C_major,_BWV_846.ogg",CC0 1.0,Original source extract: 28–39s. Recording performed by Kimiko Ishizaka and released under CC0 1.0 through the Open Well-Tempered Clavier project. Credit is still recommended in EchoAural's source record.
Texture Trainer,texture-trainer,Texture recognition,TT052,,Foundation,multiple-choice,1,Which term best describes the texture of this extract? (1),Monophonic,Monophonic | Homophonic | Polyphonic,monophonic,modules/texture-trainer/audio/TT052.mp3,yes,,,,,,Monophonic texture,Foundation,,"J. S. Bach — Cello Suite No. 1 in G major, BWV 1007 — II. Allemande",,"John Michel, cello",https://commons.wikimedia.org/wiki/File:JOHN_MICHEL_CELLO-J_S_BACH_CELLO_SUITE_1_in_G_Allemande.ogg,CC BY-SA 3.0,Original source extract: 18–29s. Credit John Michel; link CC BY-SA 3.0; state that the audio was edited; distribute the adapted clip under compatible share-alike terms.
Texture Trainer,texture-trainer,Texture recognition,TT053,,Foundation,multiple-choice,1,Which term best describes the texture of this extract? (1),Homophonic,Homophonic | Monophonic | Polyphonic,homophonic | homophony | melody dominated homophony | melody-dominated homophony | melody and accompaniment | melody with accompaniment | chordal | homorhythmic | block chords,modules/texture-trainer/audio/TT053.mp3,yes,,,,,,Melody and accompaniment,Foundation,,"L. van Beethoven — Symphony No. 3 in E-flat major, Op. 55 ‘Eroica’ — II. Marcia funebre",,Musopen Symphony Orchestra,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,"Original source extract: 0–11s. Recording supplied through the Musopen Collection hosted by Internet Archive and marked Public Domain Mark 1.0. Commercial use is permitted. Retain the exact item page, direct audio URL and recording-specific evidence screenshot in the EchoAural rights record."
Texture Trainer,texture-trainer,Texture recognition,TT054,,Foundation,multiple-choice,1,Which term best describes the texture of this extract? (1),Polyphonic,Polyphonic | Monophonic | Homophonic,polyphonic | contrapuntal | counterpoint | fugal | fugue | imitative | canon | canonic,modules/texture-trainer/audio/TT054.mp3,yes,,,,,,Polyphonic texture,Foundation,,"L. van Beethoven — Symphony No. 3 in E-flat major, Op. 55 ‘Eroica’ — IV. Finale",,Musopen Symphony Orchestra,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,"Original source extract: 82–93s. Recording supplied through the Musopen Collection hosted by Internet Archive and marked Public Domain Mark 1.0. Commercial use is permitted. Retain the exact item page, direct audio URL and recording-specific evidence screenshot in the EchoAural rights record."
Texture Trainer,texture-trainer,Texture recognition,TT055,,Foundation,multiple-choice,1,Which term best describes the texture of this extract? (1),Monophonic,Monophonic | Homophonic | Polyphonic,monophonic,modules/texture-trainer/audio/TT055.mp3,yes,,,,,,Monophonic texture,Foundation,,"J. S. Bach — Cello Suite No. 1 in G major, BWV 1007 — III. Courante",,"John Michel, cello",https://commons.wikimedia.org/wiki/File:JOHN_MICHEL_CELLO-J_S_BACH_CELLO_SUITE_1_in_G_Courante.ogg,CC BY-SA 3.0,Original source extract: 12–23s. Credit John Michel; link CC BY-SA 3.0; state that the audio was edited; distribute the adapted clip under compatible share-alike terms.
Texture Trainer,texture-trainer,Texture recognition,TT056,,Foundation,multiple-choice,1,Which term best describes the texture of this extract? (1),Homophonic,Homophonic | Monophonic | Polyphonic,homophonic | homophony | melody dominated homophony | melody-dominated homophony | melody and accompaniment | melody with accompaniment | chordal | homorhythmic | block chords,modules/texture-trainer/audio/TT056.mp3,yes,,,,,,Homophonic texture,Foundation,,"L. van Beethoven — Symphony No. 3 in E-flat major, Op. 55 ‘Eroica’ — III. Scherzo",,Musopen Symphony Orchestra,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,"Original source extract: 12–23s. Recording supplied through the Musopen Collection hosted by Internet Archive and marked Public Domain Mark 1.0. Commercial use is permitted. Retain the exact item page, direct audio URL and recording-specific evidence screenshot in the EchoAural rights record."
Texture Trainer,texture-trainer,Texture recognition,TT057,,Foundation,multiple-choice,1,Which term best describes the texture of this extract? (1),Homophonic,Homophonic | Monophonic | Heterophonic,homophonic | homophony | melody dominated homophony | melody-dominated homophony | melody and accompaniment | melody with accompaniment | chordal | homorhythmic | block chords,modules/texture-trainer/audio/TT057.mp3,yes,,,,,,Homophonic texture,Foundation,,"Johannes Brahms — Symphony No. 4 in E minor, Op. 98 — IV. Allegro energico e passionato",,Musopen Symphony Orchestra,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,"Original source extract: 18–29s. Recording supplied through the Musopen Collection hosted by Internet Archive and marked Public Domain Mark 1.0. Commercial use is permitted. Retain the exact item page, direct audio URL and recording-specific evidence screenshot in the EchoAural rights record."
Texture Trainer,texture-trainer,Texture recognition,TT058,,Foundation,multiple-choice,1,Which term best describes the texture of this extract? (1),Monophonic,Monophonic | Homophonic | Polyphonic,monophonic,modules/texture-trainer/audio/TT058.mp3,yes,,,,,,Monophonic texture,Foundation,,"J. S. Bach — Cello Suite No. 1 in G major, BWV 1007 — IV. Sarabande",,"John Michel, cello",https://commons.wikimedia.org/wiki/File:JOHN_MICHEL_CELLO-J_S_BACH_CELLO_SUITE_1_in_G_Sarabande.ogg,CC BY-SA 3.0,Original source extract: 22–33s. Credit John Michel; link CC BY-SA 3.0; state that the audio was edited; distribute the adapted clip under compatible share-alike terms.
Texture Trainer,texture-trainer,Texture recognition,TT059,,Developing,multiple-choice,1,Which term best describes the texture of this extract? (1),Homophonic,Homophonic | Monophonic | Polyphonic | Heterophonic,homophonic | homophony | melody dominated homophony | melody-dominated homophony | melody and accompaniment | melody with accompaniment | chordal | homorhythmic | block chords,modules/texture-trainer/audio/TT059.mp3,yes,,,,,,Homophonic chordal texture,Developing,,"Johannes Brahms — Symphony No. 4 in E minor, Op. 98 — I. Allegro non troppo",,Musopen Symphony Orchestra,https://archive.org/details/MusopenCollectionAsFlac,Public Domain Mark 1.0 / Musopen public-domain recording collection,"Original source extract: 0–11s. Recording supplied through the Musopen Collection hosted by Internet Archive and marked Public Domain Mark 1.0. Commercial use is permitted. Retain the exact item page, direct audio URL and recording-specific evidence screenshot in the EchoAural rights record."
