clip_id,type,level,composer,period,work,movement,audio_path,prompt,correct_answer,options,has_option_override,status
CLIP-0024FF2C50EC,composer,Foundation,Johann Sebastian Bach,Baroque,Flute Sonata BWV 1034,,/modules/instrument-identifier/audio/II192.mp3,Who composed this extract?,Johann Sebastian Bach,Johann Sebastian Bach | Ludwig van Beethoven | Claude Debussy | Robert Schumann,no,Currently live in Context Coach
CLIP-5CE164B6E2E2,composer,Securing,Felix Mendelssohn,Romantic,"Symphony No. 4 in A major, Op. 90 ‘Italian’",IV. Saltarello: Presto,/modules/melody-master/audio/melodic-devices/MDA032.mp3,Who composed this extract?,Felix Mendelssohn,Felix Mendelssohn | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-5CE164B6E2E2,period,Developing,Felix Mendelssohn,Romantic,"Symphony No. 4 in A major, Op. 90 ‘Italian’",IV. Saltarello: Presto,/modules/melody-master/audio/melodic-devices/MDA032.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-5D06541EE76D,composer,Developing,Joseph Haydn,Classical,Trumpet Concerto HOB VIIe (1),,/modules/instrument-identifier/audio/II132.mp3,Who composed this extract?,Joseph Haydn,Joseph Haydn | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-5D06541EE76D,period,Foundation,Joseph Haydn,Classical,Trumpet Concerto HOB VIIe (1),,/modules/instrument-identifier/audio/II132.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-62148D3D4575,composer,Mastering,Ludwig van Beethoven,Classical,"Symphony No. 3 in E-flat major, Op. 55 ‘Eroica’",IV. Finale,/modules/melody-master/audio/melodic-devices/MDA012.mp3,Who composed this extract?,Ludwig van Beethoven,Ludwig van Beethoven | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-62148D3D4575,period,Securing,Ludwig van Beethoven,Classical,"Symphony No. 3 in E-flat major, Op. 55 ‘Eroica’",IV. Finale,/modules/melody-master/audio/melodic-devices/MDA012.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-62C75ECD829C,composer,Foundation,Johann Sebastian Bach,Baroque,Flute Sonata BWV 1034,,/modules/instrument-identifier/audio/II197.mp3,Who composed this extract?,Johann Sebastian Bach,Johann Sebastian Bach | Ludwig van Beethoven | Claude Debussy | Robert Schumann,no,Currently live in Context Coach
CLIP-62C75ECD829C,period,Foundation,Johann Sebastian Bach,Baroque,Flute Sonata BWV 1034,,/modules/instrument-identifier/audio/II197.mp3,Which musical period is this extract from?,Baroque,Baroque | Classical | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-64F03196836B,composer,Securing,Antonio Vivaldi,Baroque,Sonata No. 5 (2),,/modules/instrument-identifier/audio/II082.mp3,Who composed this extract?,Antonio Vivaldi,Antonio Vivaldi | Ludwig van Beethoven | Claude Debussy | Robert Schumann,no,Currently live in Context Coach
CLIP-64F03196836B,period,Developing,Antonio Vivaldi,Baroque,Sonata No. 5 (2),,/modules/instrument-identifier/audio/II082.mp3,Which musical period is this extract from?,Baroque,Baroque | Classical | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-684AD73F0177,composer,Mastering,Robert Schumann,Romantic,Marchenbilder Op. 113,,/modules/instrument-identifier/audio/II036.mp3,Who composed this extract?,Robert Schumann,Robert Schumann | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-684AD73F0177,period,Securing,Robert Schumann,Romantic,Marchenbilder Op. 113,,/modules/instrument-identifier/audio/II036.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-68BF4D7DE7B6,composer,Securing,Edvard Grieg,Romantic,"Peer Gynt Suite no. 1, Op. 46",I. Morning Mood,/modules/melody-master/questions/mm008/MM008-audio.mp3,Who composed this extract?,Edvard Grieg,Edvard Grieg | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-68BF4D7DE7B6,period,Developing,Edvard Grieg,Romantic,"Peer Gynt Suite no. 1, Op. 46",I. Morning Mood,/modules/melody-master/questions/mm008/MM008-audio.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-69C5DDBCA026,composer,Securing,Frédéric Chopin,Romantic,"Nocturne in E flat major, Op. 9 no. 2",Extract 4,/modules/melody-master/questions/mm004/MM004-audio.mp3,Who composed this extract?,Frédéric Chopin,Frédéric Chopin | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-69C5DDBCA026,period,Developing,Frédéric Chopin,Romantic,"Nocturne in E flat major, Op. 9 no. 2",Extract 4,/modules/melody-master/questions/mm004/MM004-audio.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-6ABC5EA44AD5,composer,Securing,Joseph Haydn,Classical,"String Quartet in D major, Hob.III:63, Op.64 No.5 ‘The Lark’",II. Adagio cantabile,/modules/melody-master/audio/melodic-devices/MDA026.mp3,Who composed this extract?,Joseph Haydn,Joseph Haydn | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-6ABC5EA44AD5,period,Developing,Joseph Haydn,Classical,"String Quartet in D major, Hob.III:63, Op.64 No.5 ‘The Lark’",II. Adagio cantabile,/modules/melody-master/audio/melodic-devices/MDA026.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-6AF32876910F,composer,Mastering,Claude Debussy,20th Century,Cello Sonata (2) Moderramente Anime,,/modules/instrument-identifier/audio/II055.mp3,Who composed this extract?,Claude Debussy,Claude Debussy | Robert Schumann | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-6AF32876910F,period,Securing,Claude Debussy,20th Century,Cello Sonata (2) Moderramente Anime,,/modules/instrument-identifier/audio/II055.mp3,Which musical period is this extract from?,20th Century,20th Century | Baroque | Renaissance | Romantic,no,Currently live in Context Coach
CLIP-6B1DB1D7609F,composer,Mastering,Felix Mendelssohn,Romantic,"Symphony No. 4 in A major, Op. 90 ‘Italian’",III. Con moto moderato,/modules/melody-master/audio/melodic-devices/MDA031.mp3,Who composed this extract?,Felix Mendelssohn,Felix Mendelssohn | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-6B1DB1D7609F,period,Securing,Felix Mendelssohn,Romantic,"Symphony No. 4 in A major, Op. 90 ‘Italian’",III. Con moto moderato,/modules/melody-master/audio/melodic-devices/MDA031.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-6CC0D4E475C0,composer,Mastering,Felix Mendelssohn,Romantic,"Symphony No. 4 in A major, Op. 90 ‘Italian’",I. Allegro vivace,/modules/melody-master/audio/melodic-devices/MDA029.mp3,Who composed this extract?,Felix Mendelssohn,Felix Mendelssohn | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-6CC0D4E475C0,period,Securing,Felix Mendelssohn,Romantic,"Symphony No. 4 in A major, Op. 90 ‘Italian’",I. Allegro vivace,/modules/melody-master/audio/melodic-devices/MDA029.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-6E037A9F9829,composer,Developing,Jean-Joseph Mouret,Baroque,Allegro - Rondeau,,/modules/instrument-identifier/audio/II209.mp3,Who composed this extract?,Jean-Joseph Mouret,Jean-Joseph Mouret | Ludwig van Beethoven | Claude Debussy | Robert Schumann,no,Currently live in Context Coach
CLIP-6E037A9F9829,period,Foundation,Jean-Joseph Mouret,Baroque,Allegro - Rondeau,,/modules/instrument-identifier/audio/II209.mp3,Which musical period is this extract from?,Baroque,Baroque | Classical | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-6E4947E43E2D,composer,Mastering,Robert Schumann,Romantic,Marchenbilder Op. 113,,/modules/instrument-identifier/audio/II038.mp3,Who composed this extract?,Robert Schumann,Robert Schumann | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-6E4947E43E2D,period,Securing,Robert Schumann,Romantic,Marchenbilder Op. 113,,/modules/instrument-identifier/audio/II038.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-6EAA1B494D50,composer,Securing,Joseph Haydn,Classical,Cello Concerto HOB VIId (1),,/modules/instrument-identifier/audio/II068.mp3,Who composed this extract?,Joseph Haydn,Joseph Haydn | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-6EAA1B494D50,period,Developing,Joseph Haydn,Classical,Cello Concerto HOB VIId (1),,/modules/instrument-identifier/audio/II068.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-6EF758CCCD7A,composer,Securing,Frédéric Chopin,Romantic,Cello Sonata Op.65 (3),,/modules/instrument-identifier/audio/II098.mp3,Who composed this extract?,Frédéric Chopin,Frédéric Chopin | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-6EF758CCCD7A,period,Developing,Frédéric Chopin,Romantic,Cello Sonata Op.65 (3),,/modules/instrument-identifier/audio/II098.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-73DC72BF2BFD,composer,Securing,Joseph Haydn,Classical,Trumpet Concerto HOB VIIe (2),,/modules/instrument-identifier/audio/II138.mp3,Who composed this extract?,Joseph Haydn,Joseph Haydn | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-73DC72BF2BFD,period,Developing,Joseph Haydn,Classical,Trumpet Concerto HOB VIIe (2),,/modules/instrument-identifier/audio/II138.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-777ADE752C1B,composer,Securing,Wolfgang Amadeus Mozart,Classical,"Piano Sonata no. 11 in A major, K. 331",I. Andante grazioso,/modules/melody-master/questions/mm002/MM002-audio.mp3,Who composed this extract?,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-777ADE752C1B,period,Developing,Wolfgang Amadeus Mozart,Classical,"Piano Sonata no. 11 in A major, K. 331",I. Andante grazioso,/modules/melody-master/questions/mm002/MM002-audio.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-78D1F8D9C0D8,composer,Mastering,Frédéric Chopin,Romantic,Cello Sonata Op.65 (1),,/modules/instrument-identifier/audio/II076.mp3,Who composed this extract?,Frédéric Chopin,Frédéric Chopin | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-78D1F8D9C0D8,period,Developing,Frédéric Chopin,Romantic,Cello Sonata Op.65 (1),,/modules/instrument-identifier/audio/II076.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-798FB76436FA,composer,Mastering,Joseph Haydn,Classical,Trumpet Concerto HOB VIIe (1),,/modules/instrument-identifier/audio/II136.mp3,Who composed this extract?,Joseph Haydn,Joseph Haydn | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-798FB76436FA,period,Securing,Joseph Haydn,Classical,Trumpet Concerto HOB VIIe (1),,/modules/instrument-identifier/audio/II136.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-7C123A03E607,composer,Developing,Wolfgang Amadeus Mozart,Classical,"Piano Concerto no. 17 in G major, K. 453",III. Allegretto,/modules/melody-master/audio/melodic-devices/MDA004.mp3,Who composed this extract?,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-7C123A03E607,period,Foundation,Wolfgang Amadeus Mozart,Classical,"Piano Concerto no. 17 in G major, K. 453",III. Allegretto,/modules/melody-master/audio/melodic-devices/MDA004.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-7E0AC5ACD21B,composer,Mastering,Wolfgang Amadeus Mozart,Classical,Clarinet Concerto K662,,/modules/instrument-identifier/audio/II177.mp3,Who composed this extract?,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-7E20DA6BED3D,composer,Securing,Ludwig van Beethoven,Classical,Violin Sonata No. 5 (1),,/modules/instrument-identifier/audio/II011.mp3,Who composed this extract?,Ludwig van Beethoven,Ludwig van Beethoven | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-7F56E263BAF9,composer,Securing,Wolfgang Amadeus Mozart,Classical,"Piano Sonata no. 11 in A major, K. 331",III. Alla Turca,/modules/melody-master/questions/mm010/MM010-audio.mp3,Who composed this extract?,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-7F56E263BAF9,period,Developing,Wolfgang Amadeus Mozart,Classical,"Piano Sonata no. 11 in A major, K. 331",III. Alla Turca,/modules/melody-master/questions/mm010/MM010-audio.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-824757EBEE02,composer,Securing,Joseph Haydn,Classical,Trumpet Concerto HOB VIIe (1),,/modules/instrument-identifier/audio/II137.mp3,Who composed this extract?,Joseph Haydn,Joseph Haydn | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-83C6C0E30D6C,composer,Developing,Georg Philipp Telemann,Baroque,Oboe Concerto TWV 51,,/modules/instrument-identifier/audio/II249.mp3,Who composed this extract?,Georg Philipp Telemann,Georg Philipp Telemann | Ludwig van Beethoven | Claude Debussy | Robert Schumann,no,Currently live in Context Coach
CLIP-83C6C0E30D6C,period,Foundation,Georg Philipp Telemann,Baroque,Oboe Concerto TWV 51,,/modules/instrument-identifier/audio/II249.mp3,Which musical period is this extract from?,Baroque,Baroque | Classical | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-843210991A7E,composer,Foundation,Johann Sebastian Bach,Baroque,Flute Sonata BWV 1034,,/modules/instrument-identifier/audio/II193.mp3,Who composed this extract?,Johann Sebastian Bach,Johann Sebastian Bach | Ludwig van Beethoven | Claude Debussy | Robert Schumann,no,Currently live in Context Coach
CLIP-853BE2324B22,composer,Securing,Antonio Vivaldi,Baroque,Sonata No. 5 (4),,/modules/instrument-identifier/audio/II084.mp3,Who composed this extract?,Antonio Vivaldi,Antonio Vivaldi | Ludwig van Beethoven | Claude Debussy | Robert Schumann,no,Currently live in Context Coach
CLIP-853BE2324B22,period,Developing,Antonio Vivaldi,Baroque,Sonata No. 5 (4),,/modules/instrument-identifier/audio/II084.mp3,Which musical period is this extract from?,Baroque,Baroque | Classical | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-880A1ABB030C,composer,Securing,Ludwig van Beethoven,Classical,Violin Concerto Op 61 (2),,/modules/instrument-identifier/audio/II015.mp3,Who composed this extract?,Ludwig van Beethoven,Ludwig van Beethoven | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-8895B408801D,composer,Mastering,Ludwig van Beethoven,Classical,Violin Concerto Op 61 (2),,/modules/instrument-identifier/audio/II016.mp3,Who composed this extract?,Ludwig van Beethoven,Ludwig van Beethoven | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-8895B408801D,period,Securing,Ludwig van Beethoven,Classical,Violin Concerto Op 61 (2),,/modules/instrument-identifier/audio/II016.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-8970C2F99BBD,composer,Securing,Wolfgang Amadeus Mozart,Classical,Clarinet Concerto K662 (2),,/modules/instrument-identifier/audio/II181.mp3,Who composed this extract?,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-8970C2F99BBD,period,Developing,Wolfgang Amadeus Mozart,Classical,Clarinet Concerto K662 (2),,/modules/instrument-identifier/audio/II181.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-8B6C21CC9D6F,composer,Securing,Johann Sebastian Bach,Baroque,Double Violin Concerto,,/modules/instrument-identifier/audio/II022.mp3,Who composed this extract?,Johann Sebastian Bach,Johann Sebastian Bach | Ludwig van Beethoven | Claude Debussy | Robert Schumann,no,Currently live in Context Coach
CLIP-8B6C21CC9D6F,period,Developing,Johann Sebastian Bach,Baroque,Double Violin Concerto,,/modules/instrument-identifier/audio/II022.mp3,Which musical period is this extract from?,Baroque,Baroque | Classical | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-91DCEFDCA8D1,composer,Mastering,Modest Mussorgsky,Romantic,Pictures at an Exhibition,Extract 12,/modules/melody-master/questions/mm012/MM012-audio.mp3,Who composed this extract?,Modest Mussorgsky,Modest Mussorgsky | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-91DCEFDCA8D1,period,Securing,Modest Mussorgsky,Romantic,Pictures at an Exhibition,Extract 12,/modules/melody-master/questions/mm012/MM012-audio.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-9526FE4CA91F,composer,Mastering,Johannes Brahms,Romantic,"Symphony No. 4 in E minor, Op. 98",II. Andante moderato,/modules/melody-master/audio/melodic-devices/MDA014.mp3,Who composed this extract?,Johannes Brahms,Johannes Brahms | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-9526FE4CA91F,period,Securing,Johannes Brahms,Romantic,"Symphony No. 4 in E minor, Op. 98",II. Andante moderato,/modules/melody-master/audio/melodic-devices/MDA014.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-988026B56804,composer,Securing,Wolfgang Amadeus Mozart,Classical,Horn Concerto K142 (1),,/modules/instrument-identifier/audio/II149.mp3,Who composed this extract?,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-988026B56804,period,Developing,Wolfgang Amadeus Mozart,Classical,Horn Concerto K142 (1),,/modules/instrument-identifier/audio/II149.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-98EDF9E83533,composer,Securing,Joseph Haydn,Classical,"String Quartet in D major, Hob.III:63, Op.64 No.5 ‘The Lark’",I. Allegro moderato,/modules/melody-master/audio/melodic-devices/MDA025.mp3,Who composed this extract?,Joseph Haydn,Joseph Haydn | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-98EDF9E83533,period,Developing,Joseph Haydn,Classical,"String Quartet in D major, Hob.III:63, Op.64 No.5 ‘The Lark’",I. Allegro moderato,/modules/melody-master/audio/melodic-devices/MDA025.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-99F3317F092B,composer,Mastering,Joseph Haydn,Classical,Cello Concerto HOB VIId (1),,/modules/instrument-identifier/audio/II066.mp3,Who composed this extract?,Joseph Haydn,Joseph Haydn | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-99F3317F092B,period,Securing,Joseph Haydn,Classical,Cello Concerto HOB VIId (1),,/modules/instrument-identifier/audio/II066.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-9CD4C9A4E77C,composer,Developing,Georg Philipp Telemann,Baroque,Oboe Concerto TWV 51,,/modules/instrument-identifier/audio/II246.mp3,Who composed this extract?,Georg Philipp Telemann,Georg Philipp Telemann | Ludwig van Beethoven | Claude Debussy | Robert Schumann,no,Currently live in Context Coach
CLIP-9CD4C9A4E77C,period,Foundation,Georg Philipp Telemann,Baroque,Oboe Concerto TWV 51,,/modules/instrument-identifier/audio/II246.mp3,Which musical period is this extract from?,Baroque,Baroque | Classical | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-9E543D9B06A3,composer,Mastering,Frédéric Chopin,Romantic,Cello Sonata Op.65 (1),,/modules/instrument-identifier/audio/II075.mp3,Who composed this extract?,Frédéric Chopin,Frédéric Chopin | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-9E543D9B06A3,period,Securing,Frédéric Chopin,Romantic,Cello Sonata Op.65 (1),,/modules/instrument-identifier/audio/II075.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-9F64B39F2162,composer,Mastering,Wolfgang Amadeus Mozart,Classical,"Symphony No. 40 in G minor, K.550",IV. Allegro assai,/modules/melody-master/audio/melodic-devices/MDA036.mp3,Who composed this extract?,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-9F64B39F2162,period,Securing,Wolfgang Amadeus Mozart,Classical,"Symphony No. 40 in G minor, K.550",IV. Allegro assai,/modules/melody-master/audio/melodic-devices/MDA036.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-A7387AF2101C,composer,Mastering,Ludwig van Beethoven,Classical,Violin Concerto Op 61,,/modules/instrument-identifier/audio/II001.mp3,Who composed this extract?,Ludwig van Beethoven,Ludwig van Beethoven | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-AB6192D407EE,composer,Mastering,Claude Debussy,20th Century,Cello Sonata (2) Moderramente Anime,,/modules/instrument-identifier/audio/II054.mp3,Who composed this extract?,Claude Debussy,Claude Debussy | Robert Schumann | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-AB6192D407EE,period,Securing,Claude Debussy,20th Century,Cello Sonata (2) Moderramente Anime,,/modules/instrument-identifier/audio/II054.mp3,Which musical period is this extract from?,20th Century,20th Century | Baroque | Renaissance | Romantic,no,Currently live in Context Coach
CLIP-AB85A6C4209C,composer,Mastering,Joseph Haydn,Classical,"String Quartet in D major, Hob.III:63, Op.64 No.5 ‘The Lark’",IV. Finale,/modules/melody-master/audio/melodic-devices/MDA028.mp3,Who composed this extract?,Joseph Haydn,Joseph Haydn | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-AB85A6C4209C,period,Developing,Joseph Haydn,Classical,"String Quartet in D major, Hob.III:63, Op.64 No.5 ‘The Lark’",IV. Finale,/modules/melody-master/audio/melodic-devices/MDA028.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-ACFFE1B15CD5,composer,Mastering,Robert Schumann,Romantic,Marchenbilder Op. 113,,/modules/instrument-identifier/audio/II037.mp3,Who composed this extract?,Robert Schumann,Robert Schumann | Claude Debussy | George Frideric Handel | Ludwig van Beethoven,no,Currently live in Context Coach
CLIP-ACFFE1B15CD5,period,Securing,Robert Schumann,Romantic,Marchenbilder Op. 113,,/modules/instrument-identifier/audio/II037.mp3,Which musical period is this extract from?,Romantic,Romantic | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-AD710FC01EF4,composer,Developing,Antonio Vivaldi,Baroque,Sonata No. 5 (3),,/modules/instrument-identifier/audio/II070.mp3,Who composed this extract?,Antonio Vivaldi,Antonio Vivaldi | Ludwig van Beethoven | Claude Debussy | Robert Schumann,no,Currently live in Context Coach
CLIP-AD710FC01EF4,period,Foundation,Antonio Vivaldi,Baroque,Sonata No. 5 (3),,/modules/instrument-identifier/audio/II070.mp3,Which musical period is this extract from?,Baroque,Baroque | Classical | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-AEEE96E36876,composer,Developing,Georg Philipp Telemann,Baroque,Oboe Concerto TWV 51,,/modules/instrument-identifier/audio/II244.mp3,Who composed this extract?,Georg Philipp Telemann,Georg Philipp Telemann | Ludwig van Beethoven | Claude Debussy | Robert Schumann,no,Currently live in Context Coach
CLIP-AEEE96E36876,period,Foundation,Georg Philipp Telemann,Baroque,Oboe Concerto TWV 51,,/modules/instrument-identifier/audio/II244.mp3,Which musical period is this extract from?,Baroque,Baroque | Classical | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-B0B0FF994D43,composer,Securing,Wolfgang Amadeus Mozart,Classical,Clarinet Concerto K662,,/modules/instrument-identifier/audio/II176.mp3,Who composed this extract?,Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart | Felix Mendelssohn | Claude Debussy | George Frideric Handel,no,Currently live in Context Coach
CLIP-B0B0FF994D43,period,Developing,Wolfgang Amadeus Mozart,Classical,Clarinet Concerto K662,,/modules/instrument-identifier/audio/II176.mp3,Which musical period is this extract from?,Classical,Classical | Baroque | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-B28568682337,composer,Developing,Antonio Vivaldi,Baroque,Sonata No. 5 (2),,/modules/instrument-identifier/audio/II085.mp3,Who composed this extract?,Antonio Vivaldi,Antonio Vivaldi | Ludwig van Beethoven | Claude Debussy | Robert Schumann,no,Currently live in Context Coach
CLIP-B28568682337,period,Foundation,Antonio Vivaldi,Baroque,Sonata No. 5 (2),,/modules/instrument-identifier/audio/II085.mp3,Which musical period is this extract from?,Baroque,Baroque | Classical | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-B43473022B15,composer,Developing,Georg Philipp Telemann,Baroque,Oboe Concerto TWV 51,,/modules/instrument-identifier/audio/II248.mp3,Who composed this extract?,Georg Philipp Telemann,Georg Philipp Telemann | Ludwig van Beethoven | Claude Debussy | Robert Schumann,no,Currently live in Context Coach
CLIP-B43473022B15,period,Foundation,Georg Philipp Telemann,Baroque,Oboe Concerto TWV 51,,/modules/instrument-identifier/audio/II248.mp3,Which musical period is this extract from?,Baroque,Baroque | Classical | Renaissance | 20th Century,no,Currently live in Context Coach
CLIP-B47DD91F94E4,composer,Developing,Johann Sebastian Bach,Baroque,Flute Sonata BWV 1034,,/modules/instrument-identifier/audio/II196.mp3,Who composed this extract?,Johann Sebastian Bach,Johann Sebastian Bach | Ludwig van Beethoven | Claude Debussy | Robert Schumann,no,Currently live in Context Coach
CLIP-B47DD91F94E4,period,Foundation,Johann Sebastian Bach,Baroque,Flute Sonata BWV 1034,,/modules/instrument-identifier/audio/II196.mp3,Which musical period is this extract from?,Baroque,Baroque | Classical | Renaissance | 20th Century,no,Currently live in Context Coach
